id,proposal,candidate,detail
1787,362,maria-jose-becerra-moro,
1790,316,ivan-figueroa-llona,
1791,466,ivan-figueroa-llona,
2089,88,tito-jaime-monje-pincheira,
2090,92,tito-jaime-monje-pincheira,
2091,94,tito-jaime-monje-pincheira,
1792,233,patricio-altamirano-arancibia,"Elevar el financiamiento del 2% del Ministerio de las artes, las culturas y el patrimonio, para potenciar las actividades culturales territoriales y barriales, para dar identidad a las mujeres y hombres, niños y ancianos."
1793,52,patricio-altamirano-arancibia,Potencia la co-parentalidad de hombre y mujer con respecto a la crianza compartida de sus hijos.
1794,228,patricio-altamirano-arancibia,"Elevar el financiamiento del 2% del Ministerio de las artes, las culturas y el patrimonio, para potenciar las actividades culturales territoriales y barriales, para dar identidad a las mujeres y hombres, niños y ancianos. Sobre todo de las comunidades de los pueblos originarios."
1795,335,patricio-altamirano-arancibia,"Fortalecer los derechos laborales de los hombres y mujeres, sobre todos de la población migrante, y de las mujeres migrantes.."
1796,37,patricio-altamirano-arancibia,Potenciar la libertad sexual de las personas.
1797,42,patricio-altamirano-arancibia,Penalizar todos los tipos de femicidios.
1798,226,patricio-altamirano-arancibia,Potenciar des derechos sexuales y reproductivos de la población.
1799,234,patricio-altamirano-arancibia,Potenciar la libertad para la asignación de roles a los géneros.
1800,173,patricio-altamirano-arancibia,Potenciar una educación donde los roles de genero potencien la igualdad de acciones entre hombres y mujeres.
1801,232,patricio-altamirano-arancibia,Potenciar una educación donde los roles de genero igual las acciones de hombres y mujeres.
1802,241,patricio-altamirano-arancibia,"Potenciar el desarrollo social de las personas que habitan Chile, incluyendo a las personas migrantes."
1803,227,patricio-altamirano-arancibia,Potenciar la libertad sexual y de genero
1804,236,patricio-altamirano-arancibia,"Potenciar una educación que iguale las acciones asignadas  los géneros, sobre todo en las situaciones de emergencia y de catástrofe."
1805,239,patricio-altamirano-arancibia,"Promulgar la igualdad de las acciones entre hombre y mujeres, sobre todo en el ámbito laboral."
1806,231,patricio-altamirano-arancibia,Potenciar una educación que iguales las acciones asignadas a los géneros.
1807,459,manuela-alejandra-veloso-dorner,
1808,23,manuela-alejandra-veloso-dorner,
1809,317,manuela-alejandra-veloso-dorner,
1810,316,manuela-alejandra-veloso-dorner,
1811,362,manuela-alejandra-veloso-dorner,
1812,21,manuela-alejandra-veloso-dorner,
1813,28,manuela-alejandra-veloso-dorner,
1814,446,manuela-alejandra-veloso-dorner,
1815,55,manuela-alejandra-veloso-dorner,
1816,346,manuela-alejandra-veloso-dorner,
1817,358,manuela-alejandra-veloso-dorner,
1818,454,manuela-alejandra-veloso-dorner,
1819,27,manuela-alejandra-veloso-dorner,
1820,434,manuela-alejandra-veloso-dorner,
1821,69,manuela-alejandra-veloso-dorner,
1822,175,sebastian-pinera,"Al respecto proponemos:
- Incorporar unidades polivalentes en los Centros de Reparación Especializada de
Administración Directa, que coordinen la actuación de los centros hospitalarios y
residenciales para NNA con enfermedades mentales severas o trastornos de conducta.
- Elaborar una Política Nacional de Salud Mental y una de Deserción Escolar, así como
también una relativa a la prevención y rehabilitación del consumo de drogas y alcohol,
especialmente dirigida a NNA vulnerados e infractores de ley, con planes de acción
concretos y evaluables a corto, mediano y largo plazo."
1823,462,sebastian-pinera,
1824,461,sebastian-pinera,
1825,389,jorge-brito-hasbun,
1826,316,jorge-brito-hasbun,
1827,537,jorge-brito-hasbun,
1828,389,claudia-nathalie-mix-jimenez,
1829,63,claudia-nathalie-mix-jimenez,
1830,52,claudia-nathalie-mix-jimenez,
1831,459,silvia-berta-guala-carrasco,Compromiso activo con esta causa que es de preocupación de todo los chilenos.
1833,21,carolina-torres-gonzalez,
1834,88,carolina-torres-gonzalez,
1845,393,carolina-goic,"Creemos en que la Salud es un derecho y que la donación de organos no es sólo un
vehículo que permite entregar vida. Se trata de una acción solidaria que nos
permiten vencer la “cultura de la desconfianza” y fortalecer la comunidad,
haciéndonos cargo de nuestros miembros cuando están en una situación de vulnerabilidad.
Por ello, proponemos: 

1. Fortaleceremos la institucionalidad de la Coordinadora Nacional de Trasplantes,
dotándola de mayor autonomía, y capacidad de injerencia sobre instituciones de salud,
públicas y privadas.

2. Generaremos condiciones estructurales y administrativas que permitan a los
equipos de salud de Servicios de Urgencia y UCIs detectar y sostener a donantes en el
marco de un compromiso y apoyo explícito del sistema de salud (públicos y privados).

3. Estableceremos una política intersectorial que involucre a los Ministerios de
Salud, Educación y Cultura para promover e instalar en Chile un cambio necesario para
convertirnos en “un país donante”, reforzando el rol de instituciones comunitarias y
ONGs que trabajan en la materia, así como el desarrollo periódico de campañas comunicacionales.

4. Fortaleceremos el recurso humano dedicado a trasplante a nivel nacional. En
específico, promoveremos un Centro de Transplante Renal en la Región de Antofagasta,
como referencial para el Norte del país."
1846,316,marcela-sandoval-osorio,
1847,459,marcela-sandoval-osorio,
1848,391,marcela-sandoval-osorio,
1849,63,marcela-sandoval-osorio,"Es un compromiso del Frente Amplio, al cual pertenezco, bajar el sueldo parlamentario a lo menos a la mitad."
1850,3,carolina-goic,"Creemos que la cultura es el alma de Chile. Por ello, debemos apoyar a quienes la cultivan, fomentarla y democratizar su acceso, buscando que esta pueda expresarse en el día a día. Por ello, proponemos:

I.	Cultura en la vida cotidiana

a.	Potenciaremos la Lectura y democratizaremos los libros: Fortaleceremos la Política Nacional de la Lectura y el libro, generando los incentivos a su producción y creación. El  IVA de los libros se utilizará para  fortalecer bibliotecas públicas y educacionales en cada colegio de chile, que serán abiertas a la comunidad, donde se propiciará la compra de creaciones y producciones nacionales.

b.	Mejoraremos y fortaleceremos el Fondo del libro:
i.	Cautelaremos que los precios de los libros ganadores del Fondo del Libro correspondan a lo que es un libro subvencionado, favoreciendo al lector, que debe ser uno de los focos del Fondo del Libro
ii.	Beneficiaremos a los lectores no solo a los autores de los proyectos ganadores; y para eso, habría que regular los precios de venta de los libros financiados. No puede ser que libros subvencionados sigan siendo libros caros e inalcanzables para el lector
iii.	Crearemos una línea para beneficiar a libros latinoamericanos publicados en Chile, actualmente el énfasis sólo está puesto en libros chilenos. Como dijo Gonzalo Rojas: “La Casa es América”
iv.	Separaremos las postulaciones de organismos estatales y privados de las personas naturales, lo permitirá eliminar que compitan entre ellos, estableciendo categorías.  
v.	Se privilegiarán proyectos que tengan duración mayor a un año, para evitar que actividades como ferias, y otras iniciativas se realicen sólo por una vez. 


c.	Desarrollaremos el Plan de mediación Bibliotecas Vivas para que otra vez la literatura se encuentre con sus lectores en diversas instancias. Sin mediación lectora activa, los libros pueden no encontarse con sus lectores.

d.	Generaremos Programa Orquestas y Coros para Chile: Potenciaremos las orquestas regionales adultas existentes en Copiapó, La Serena, Valparaíso, Santiago, Concepción, Valdivia, Talca, así como potenciaremos la creación de dos nuevas orquestas regionales en Antofagasta y Magallanes para facilitar la intermediación cultural y musical en sus territorios. Potenciaremos las orquestas juveniles regionales con apoyo permanente generando su articulación con coros regionales. El programa constará a su vez con una dimensión Municipal de orquestas juveniles y coros, con apoyo permanente, que permita potenciar a los talentos comunales. También, incentivaremos las orquestas y bandas escolares, en las escuelas y los liceos municipalizados y particular-subvencionados. Lo ideal es generar más orquestas, pero antes hay que subir el nivel de exigencia en las que ya hay, contratando maestros que traigan disciplina y conocimiento de alto nivel. Hay que nivelar hacia arriba potenciando los talentos mejores y creando referentes modélicos.

e.	Desarrollaremos un programa de “after school” o “pos jornada escolar” para potenciar el desarrollo integral de nuestros niños y niñas, incluyendo una línea de promoción cultural que incluya las artes escénicas (teatro y danza) siendo esta la vía primera para incorporar a pedagogos del teatro y la danza en los establecimientos educacionales. 

f.	Democratizaremos y pluralizaremos los medios de comunicación en Chile, dándole especial énfasis al fortalecimiento de los medios regionales, promoviendo así el desarrollo cultural local -y la descentralización cultural efectiva-, vinculando dichos recursos a difusión cultural. A su vez fortaleceremos las radios univeristarias, logrando que sean un puente efectivo entre las casos de estudios y la comunidad, en la generación de conocimiento y la cultura. 

II.	Poesía, alma de la cultura

a.	Crearemos un Centro de Estudios Poéticos que tenga como objetivo recuperar, ordenar, estudiar y difundir ese patrimonio acercándolo a los grandes públicos, a los jóvenes y niños.  Especial énfasis debe tener la recuperación y difusión de la poesía popular (cantores a lo divino, payadores), nuestro verdadero “cante jondo”. La poesía es un arte y también un oficio artesanal, y la transmisión de ese oficio de generación en generación es muy importante. Generar más espacios de transmisión del oficio poético desde los poetas mayores a los jóvenes. Crearemos más semilleros de poetas, pequeñas escuelas-talleres donde se traspase el oficio. Una de las actividades del centro será producir o propiciar Festivales o recitales de poesía masivos que vayan creando una audiencia para la poesía-como lo que se hace en Medellín, Colombia. Sacar a la poesía a la calle, que la poesía vuelva a ser espectáculo, en el sentido más noble del término. La poesía encerrada en los libros, muere; escuchar poesía es fundamental y debe volver a ser un acto ritual de encuentro colectivo. Y la poesía tampoco debe quedar secuestrada en la Academia.

b.	Proponemos recuperar los concursos poéticos de las antiguas Fiestas de la Primavera, los llamados “Juegos Florales”, en la que participaban cientos de poetas jóvenes, y donde concursaron y se hicieron conocidos los jóvenes Gabriela Mistral y Pablo Neruda.

c.	Propiciaremos desde el Ministerio de Cultura la creación del Premio Nacional de Poesía. Los Premios Nacionales –por cómo están organizados-no logran premiar a todos los poetas que merecerían ese galardón, al estar estatuida la alternancia año a año entre narrativa y poesía. El Premio Nacional de Poesía lograría expresar la riqueza y variedad de nuestra poesía y marcaría lo fundamental que es para el país ésta.


III.	Fortalecimiento de la cultura

a.	Promoveremos que el Ministerio de Cultura efectivamente tenga su domicilio en Valparaíso y que ello lo noten los habitantes de la ciudad como señal de descentralización. Valparaíso será de verdad y no declarativamente capital de la cultura, tomando las medidas administrativas para que ello encarne efectivamente.

b.	Realizaremos una reforma estructural al FONDART que deberá contemplar mecanismos de flexibilización, apelación y diversificación en cuanto a la postulación. Además, entre otros aspectos, profesionalizaremos y capacitaremos a los evaluadores y jurados, para que adopten criterios de selección en base a conocimientos concretos de las áreas concernidas en las postulaciones.

c.	En materia de financiamiento: Descentralizaremos la Ley de donaciones culturales, estableciendo comités regionales en todos los fondos concursables, para su evaluación y aprobación, dichos comités regionales deberaán contar con miembros de inobjetables trayectoria y su conformación deberá ser por concurso público. Potenciaremos el Programa de Otras Instituciones Colaboradoras, para asegurar que aquellas instituciones de alta calidad, que aportan al país y buscan democratizar la cultura, cuenten con recursos permanentes para su existencia, favoreciendo su intermediación. 

d.	Velaremos por que la infraestructura cultural existente pueda operando después de inaugurados, generando un fondo de operación e intermediación cultural de largo plazo. A su vez, fomentaremos la infraestructura cultural, a través del apoyo al levantamiento de nuevos espacios, cuyo diseño sea mixto y flexible, que contenga bibliotecas y espacios de creación. Priorizaremos las comunidades lejanas y rurales que contengan menos de 50.000 habitantes, incluyendo centros culturares móviles para comunas rurales, y un centro cultural nautico para la Región de Aysén y la Provincia de Chiloé. 

e.	Generaremos un Plan de Mediación “Bibliotecas vivas” que revise, reformule y vitalice bibliotecas públicas que están abandonadas a su propia suerte a lo largo de todo el país para convertirlas en espacios vivos, de encuentro, adonde nuestros jóvenes encuentren ahí un lugar de acogida y de sentido. Partiremos por reinventar las bibliotecas del extremo norte y extremo sur de Chile, con un plan de mediación lectora que logre transformarlas y convertirlas en lugares de encuentro, diálogo y acogida, casas de la Palabra, casas del Ser. Para que esas nuevas bibliotecas sean modelos a replicar.

f.	Generaremos una Ley de Museos que regule la creación de nuevos museos del Estado y fortalezca a los existentes, que exija medidas de seguridad y conservación de sus colecciones, que regularice las condiciones de compra y venta de éstas, que establezca una dotación básica de personal para el funcionamiento de un museo, que permitan el cumplimiento de las funciones básicas de los museos, entre otros temas.

g.	Ingresaremos el proyecto de Ley de Tradiciones Artesanales, con el objetivo de contar con un instrumento que permita diferenciarlas y protegerlas, otorgándoles el valor cultural patrimonial e inmaterial que  tienen. 

h.	Fortaleceremos la alianza entre “educación y cultura”, como una manera de proyectar las transformaciones generadas en el tiempo por las políticas culturales implementadas, y su impacto real en la formación integral de las generaciones."
1851,389,marcela-sandoval-osorio,Apoyaré la rebaja de la jornada labaral a 40 horas semanales
1852,5,rolando-renteria-moller,"Como alcalde de Linares fomenté la construcción de diversos centros deportivos, y dejé en proyecto algunos otros, con el objetivo de potenciar diversos deportes, entre ellos el Gimnasio Nasim Nome, el cual cumple con altos estándares de calidad. Así como gestioné proyectos como este, pretendo como Diputado, fortalecer diversos deportes para demostrar de una vez por todas la calidad deportiva que existe en provincias y la necesidad de que nuestros deportistas cuenten con las instalaciones necesarias para poder practicar."
1853,613,catalina-del-real-mihovilovic,
1854,342,catalina-del-real-mihovilovic,
1855,43,carolina-goic,"Creemos en que las personas son el centro de todas las políticas públicas. El comercio
es una forma de relacionarnos y, por ello, incide en los niveles de confianza de la ciudadanía.
Es por eso que estamos seguros que mediante la regulación y educación podremos incentivar una
participación responsable, tanto de consumidores como de proveedores. Por ello: 

-Aprobaremos la ley que regula la protección y el tratamiento de datos
personales y la creación de la Agencia de Protección de Datos Personales, con el
fin de proteger al usuario frente a estafas y prácticas abusivas en la compra de productos
o servicios y uso de plataformas online."
1856,537,alejandro-guillier,
1857,44,carolina-goic,"Creemos que las personas son el centro de todas las políticas públicas. El comercio
es una forma de relacionarnos y, por ello, incide en los niveles de confianza de la ciudadanía.
Por esto, estamos convencidos de que mediante la regulación y educación podremos incentivar una participación responsable, tanto de consumidores como de proveedores. Por ello, proponemos: 

-Crear un Código del Consumidor, con el fin de avanzar en despejar dudas
sobre interpretación, dar un todo coherente a la legislación del consumidor, y mejorar
su coordinación con otras áreas del Derecho como el Derecho Civil y Comercial."
1858,539,marcela-sandoval-osorio,
1859,52,marcela-sandoval-osorio,
1860,105,marcela-sandoval-osorio,
1861,94,carolina-goic,"Creemos que las personas son el centro de todas las políticas públicas. El comercio
es una forma de relacionarnos y, por ello, incide en los niveles de confianza de los ciudadanos.
Por ello, estamos convencidos que mediante la regulación y educación podremos incentivar una
participación responsable, tanto de consumidores como de proveedores. Por ello, proponemos: 

Fortalecer el SERNAC en los siguientes aspectos: 

- En materia de atención al cliente, haremos obligatorios los estándares que hoy
son voluntarios en la ley del consumidor para que siempre las grandes empresas
dispongan de lugares físicos, telefónicos y digitales donde los consumidores puedan
reclamar.
- Incorporaremos el mercado de los servicios profesionales a la Ley de
Protección del Consumidor. 
-Ampliaremos las protecciones en la compra de viviendas y modificaremos
la legislación para evitar que el remate de propiedades se convierta en un
negocio, generando las medidas para resguardar el patrimonio familiar y que,
en caso de remate, se respete el valor comercial. También regularemos que la publicidad
y comercialización no induzca a los consumidores a error o engaño.
-Estableceremos un Defensor del Ciudadano u Ombudsman, como una
institución autónoma que vele exclusivamente por los derechos de los
ciudadanos frente a los servicios que presta el Estado."
1862,264,carolina-goic,"Las organizaciones de la sociedad civil representan el espíritu de la asociatividad y la solidaridad, siendo un pilar fundamental en la construcción de nuestra comunidad. Promover y fortalecer este trabajo, además de considerarlas como un actor relevante en la construcción de nuestro país es fundamental. Por ello, proponemos:

a. Garantizaremos condiciones para la incidencia de las OSC a nivel institucional, incorporaremos un criterio que asegure su representatividad en los Consejos Comunales de las Organizaciones de la Sociedad Civil.

b. Estableceremos instancias de capacitación para las OSC y sus dirigentes, buscando otorgar las mejores competencias a los dirigentes sociales para el desarrollo de sus actividades."
1863,269,carolina-goic,"Las organizaciones de la sociedad civil representan el espíritu de la asociatividad y la solidaridad, siendo un pilar fundamental en la construcción de nuestra comunidad. Promover y fortalecer este trabajo, además de considerarlas como un actor relevante en la construcción de nuestro país es fundamental. Por ello, proponemos:

I. Transparencia y fiscalización para resguardar la fe pública 

a. Incentivaremos la confección de pautas de criterios transversales de transparencia, y accesible a todas las OSC independiente de su tamaño y capacidad, potenciando las herramientas existentes en el Estado, con el fin de fomentar la transparencia de las OSC. 

b. Aseguraremos la transparencia de la colaboración entre Estado y OSC, velando por la probidad de la relación, a través de la promoción de transparencia en la adjudicación de los concursos públicos respecto del procedimiento, criterios de evaluación y resultados obtenidos."
1895,459,jorge-rauld-gonzalez,
1949,262,luis-larrain-stieb,
1951,264,luis-larrain-stieb,
1952,300,luis-larrain-stieb,
1954,406,luis-larrain-stieb,
1957,268,luis-larrain-stieb,
1958,299,luis-larrain-stieb,
1864,406,carolina-goic,"Las organizaciones de la sociedad civil representan el espíritu de la asociatividad y la solidaridad, siendo un pilar fundamental en la construcción de nuestra comunidad. Promover y fortalecer este trabajo, además de considerarlas como un actor relevante en la construcción de nuestro país es fundamental. Por ello, proponemos:

I. Financiamiento sustentable

a. Generaremos un modelo de fondos concursables claro y sencillo de comprender, a través de la creación de una plataforma única en donde confluya la información de todos los fondos concursables vigentes para OSC, y sea posible visibilizar y comparar requisitos, objetivos y plazos de manera integrada.

b. Generaremos un modelo de subvenciones que permita la continuidad de programas estratégicos en razón de un buen desempeño demostrado.

c. Simplificaremos las normativas existentes en materia de donaciones, para ampliar y diversificar el número de donantes y receptores. 

d. Evaluaremos la utilización de los fondos regionales, para modificarlo y que este pueda constituirse en convenios de largo plazo para el funcionamiento y desarrollo de las instituciones en materia social, cultural y deportiva, asegurando su sustentabilidad."
1865,300,carolina-goic,"Las organizaciones de la sociedad civil representan el espíritu de la asociatividad y la solidaridad, siendo un pilar fundamental en la construcción de nuestra comunidad. Promover y fortalecer este trabajo, además de considerarlas como un actor relevante en la construcción de nuestro país es fundamental. Por ello, proponemos: 

I. Financiamiento sustentable

a. Simplificaremos las normativas existentes en materia de donaciones, para ampliar y diversificar el número de donantes y receptores."
1866,391,sandra-cecilia-zapata-velasquez,
1867,443,sandra-cecilia-zapata-velasquez,
1868,459,sandra-cecilia-zapata-velasquez,
1869,525,sandra-cecilia-zapata-velasquez,
1870,69,alejandro-guillier,
1871,84,alejandro-guillier,
1872,175,alejandro-guillier,
1873,228,alejandro-guillier,
1874,346,alejandro-guillier,
1875,391,alejandro-guillier,
1876,395,alejandro-guillier,
1961,302,luis-larrain-stieb,
1963,160,luis-larrain-stieb,
1962,460,luis-larrain-stieb,
1964,161,luis-larrain-stieb,
1877,467,carolina-goic,"Creemos en el fortalecimiento de una institucionalidad ambiental que promueva la administración descentralizada con más democracia, más información, más participación ciudadana y más identificada con la identidad de sus territorios para proteger nuestra casa común. Valoramos los recursos naturales y servicios ambientales que nos ofrece nuestro país, por lo que nuestro principal objetivo será desarrollar una cultura ambiental para el desarrollo sustentable. Por ello:

a. Crearemos el Servicio de Biodiversidad y Áreas protegidas: El actual Gobierno deja un legado histórico en conservación y requiere de un servicio dedicado a la gestión y protección del patrimonio natural del país, con planes de manejo, un servicio de guardaparques profesional, fomento de la investigación científica y capacidad de trabajar en recuperación de ecosistemas."
1878,468,carolina-goic,"Creemos en el fortalecimiento de una institucionalidad ambiental que promueva la administración descentralizada con más democracia, más información, más participación ciudadana y más identificada con la identidad de sus territorios para proteger nuestra casa común. Valoramos los recursos naturales y servicios ambientales que nos ofrece nuestro país, por lo que nuestro principal objetivo será desarrollar una cultura ambiental para el desarrollo sustentable. Por ello:

a. Impulsaremos la creación de una ley sobre la protección y conservación de los humedales del país, incluyendo a los urbanos."
1879,109,carolina-goic,"Creemos que los animales son miembros de nuestra comunidad. Es por
ello que debemos responsabilizarnos ante su tenencia. Es un deber ético reconocerlos,
cuidarlos y aplicar buenas prácticas de bienestar animal como eje de todo nuestro
desarrollo. Por ello, proponemos: 

1.- Continuaremos y fortaleceremos el Programa Nacional de Tenencia Responsable de la Subsecretaría de Desarrollo Regional y Administrativo (SUBDERE) para su funcionamiento
a nivel de municipios y Gobierno Regional.

2.- Cada Municipio contará con una Unidad de Tenencia Responsable, a cargo de un
Médico Veterinario. La función de esta nueva institucionalidad local será coordinar la
Plataforma Municipal de Servicios.

3.- Ampliaremos la cobertura para el control poblacional de animales de compañía
(perros y gatos), con dueño y abandonados, a través de programas de esterilización
masiva con foco urbano y rural (incluyendo a perros y gatos asilvestrados).

4.- Crearemos Centros Municipales de Tenencia Responsable para ejecutar el Programa
de Esterilización Masiva y otras prestaciones, permanente y sistemático para todos los
perros y gatos de la comunidad.

5.-Fortaleceremos el trabajo cooperativo entre la sociedad civil e instituciones de
gobierno, poder judicial y policías, para ello:

   - Estableceremos Consejos Ciudadanos de la Sociedad Civil, integrado por (Autoridad
     Regional, Alcaldes, ONGs, Vecinos, Veterinarios y MINSAL), con el fin de aprobar
      Políticas Regionales de Tenencia Responsable con enfoque territorial.
-    Capacitaremos a profesionales del Ministerio Público, el Poder Judicial,
     carabineros y bomberos, sobre la condición de los animales y las leyes que velan por
     su protección y bienestar que para una correcta aplicación."
1880,263,carolina-goic,"Las organizaciones de la sociedad civil representan el espíritu de la asociatividad y la solidaridad, siendo un pilar fundamental en la construcción de nuestra comunidad. Promover y fortalecer este trabajo, además de considerarlas como un actor relevante en la construcción de nuestro país es fundamental. Por ello proponemos:

I. Un nuevo trato del Estado con las Organizaciones de la Sociedad Civil 

a. Profundizaremos el reconocimiento a las organizaciones de la sociedad civil en su naturaleza, quehacer y aporte al país, a través de su fortalecimiento regulatorios y financieros.
b. Visibilizaremos a las OSC como entidades promotoras del interés público, de modo de aumentar su conocimiento social y facilitar la interacción con ellas, levantando periódicamente información sobre su misión, programas, actividades, población objetivo y proyecciones.
c. Reformularemos el modelo de contratos entre el Estado y las OSC de forma participativa, hacia un esquema de alianza. 
d. Garantizaremos condiciones para la incidencia de las OSC a nivel institucional, incorporaremos un criterio que asegure su representatividad en los Consejos Comunales de las Organizaciones de la Sociedad Civil.
e. Estableceremos instancias de capacitación para las OSC y sus dirigentes, buscando otorgar las mejores competencias a los dirigentes sociales para el desarrollo de sus actividades. 

II. Transparencia y fiscalización para resguardar la fe pública 

a. Incentivaremos la confección de pautas de criterios transversales de transparencia, y accesible a todas las OSC independiente de su tamaño y capacidad, potenciando las herramientas existentes en el Estado, con el fin de fomentar la transparencia de las OSC. 
b. Aseguraremos la transparencia de la colaboración entre Estado y OSC, velando por la probidad de la relación, a través de la promoción de transparencia en la adjudicación de los concursos públicos respecto del procedimiento, criterios de evaluación y resultados obtenidos.
c. Perfeccionaremos las normas sobre voluntariados, adaptándolas a los estándares internacionales existentes.

III. Ciudadanía más empoderada

a. Incentivaremos la iniciativa popular de ley, con objeto de compartir la elaboración de leyes, promoviendo organizadamente el derecho de los ciudadanos a entregar propuestas que luego se discutan y voten en el Congreso. 
b. Potenciaremos la implementación de la ley de participación, generando una campaña de sensibilización a nivel nacional, tanto para la comunidad como para las distintas instituciones, así como buscaremos los mecanismos que permitan sancionar su incumplimiento. 

IV. Financiamiento sustentable

a. Generaremos un modelo de fondos concursables claro y sencillo de comprender, a través de la creación de una plataforma única en donde confluya la información de todos los fondos concursables vigentes para OSC, y sea posible visibilizar y comparar requisitos, objetivos y plazos de manera integrada.
b. Generaremos un modelo de subvenciones que permita la continuidad de programas estratégicos en razón de un buen desempeño demostrado.
c. Simplificaremos las normativas existentes en materia de donaciones, para ampliar y diversificar el número de donantes y receptores. 
d. Evaluaremos la utilización de los fondos regionales, para modificarlo y que este pueda constituirse en convenios de largo plazo para el funcionamiento y desarrollo de las instituciones en materia social, cultural y deportiva, asegurando su sustentabilidad.

V. Registro integrado

a. Utilizaremos el RUT como número único para identificar a las OSC, eliminando la duplicidad de número en los diferentes registros existentes (registro nacional de organizaciones sin fines de lucro, registro de organizaciones de interés público y registro de receptores de fondos públicos).
b. Estableceremos un estándar general para el formato de inscripción de las OSC y para las bases de datos en que las distintas municipalidades las registran."
1881,289,carolina-goic,"Creemos que la Salud es un derecho, bajo esta premisa entendemos que la donación de órganos no es sólo un vehículo que permite entregar vida. Se trata de una acción solidaria que nos
permiten vencer la “cultura de la desconfianza” y fortalecer a nuestra comunidad,
haciéndonos cargo de nuestros miembros cuando se encuentran en una situación de vulnerabilidad.
Por ello, proponemos: 

-Generar condiciones estructurales y administrativas que permitan a los
equipos de salud de servicios de urgencia y UCIs detectar y sostener a donantes en el
marco de un compromiso y apoyo explícito del sistema de salud (públicos y privados)."
1882,272,carolina-goic,"Las organizaciones de la sociedad civil representan el espíritu de la asociatividad y la solidaridad, siendo un pilar fundamental en la construcción de nuestra comunidad. Promover y fortalecer este trabajo, además de considerarlas como un actor relevante en la construcción de nuestro país es fundamental. Por ello proponemos:

a. Reformularemos el modelo de contratos entre el Estado y las OSC de forma participativa, hacia un esquema de alianza."
1883,63,jorge-rauld-gonzalez,
1884,539,jorge-rauld-gonzalez,
1885,55,jorge-rauld-gonzalez,
1886,52,jorge-rauld-gonzalez,
1887,212,jorge-rauld-gonzalez,
1888,175,jorge-rauld-gonzalez,
1889,317,jorge-rauld-gonzalez,
1890,21,jorge-rauld-gonzalez,
1891,23,jorge-rauld-gonzalez,
1892,363,jorge-rauld-gonzalez,
1893,362,jorge-rauld-gonzalez,
1894,371,jorge-rauld-gonzalez,
1897,472,carolina-goic,"Creemos que el fortalecimiento de la Ciencia es un motor fundamental para
potenciar el desarrollo de nuestra vida cultural, social y económica, pero sobretodo, potencia la creatividad y nos permite mirar Chile con otros ojos. Para ello, es necesario apreciar y
aprovechar las singularidades de nuestro territorio y así avanzar en un progreso con rostro humano que nuestra comunidad requiere. Por ello, proponemos: 

Ejes Estratégicos del Plan Nacional para la Ciencia y Tecnología: 
1.- Aumentaremos el gasto destinado a Ciencia y Tecnología, vinculado al desarrollo para doblar nuestro actual 0,38% y alcanzar el 0,8% de gasto del PIB, promoviendo el esfuerzo conjunto del sector público y privado. Además, adoptaremos medidas que apuntan a: 
 -Incentivar beneficios tributarios para el sector privado ante donaciones o inversión
en esta área.
- Implementaremos mecanismos que faciliten a las empresas dinámicas de menor tamaño
acceder a beneficios tributarios."
1898,44,jorge-rauld-gonzalez,
1965,85,luis-larrain-stieb,
1966,91,luis-larrain-stieb,
1967,86,luis-larrain-stieb,
1968,89,luis-larrain-stieb,
1969,273,luis-larrain-stieb,
1970,270,luis-larrain-stieb,
1971,294,luis-larrain-stieb,
1972,537,luis-larrain-stieb,
1973,296,luis-larrain-stieb,
1974,69,luis-larrain-stieb,
1975,354,luis-larrain-stieb,
1976,357,luis-larrain-stieb,
1977,356,luis-larrain-stieb,
1978,378,luis-larrain-stieb,
1979,355,luis-larrain-stieb,
